frequency_Hz,PSD_GHz2_per_Hz
0.0,2.986734714728923e-11
4.379555145904391e-05,8.868983897254714e-11
8.759110291808783e-05,1.4153488964977947e-11
0.00013138665437713174,4.1348703823926205e-12
0.00017518220583617565,6.731294471637325e-13
0.00021897775729521956,4.027641595573873e-13
0.0002627733087542635,6.539979671056078e-13
0.0003065688602133074,8.414220773241764e-13
0.0003503644116723513,7.781993242058547e-13
0.0003941599631313952,4.636338934762802e-13
0.0004379555145904391,1.5728357678244523e-13
0.00048175106604948304,1.3545392084549603e-14
0.000525546617508527,5.267832530371622e-14
0.0005693421689675709,2.278371245030166e-13
0.0006131377204266148,4.1192541326792443e-13
0.0006569332718856587,4.967890696937001e-13
0.0007007288233447026,4.4474122077656254e-13
0.0007445243748037465,2.783699072613552e-13
0.0007883199262627904,9.739798753750888e-14
0.0008321154777218343,2.5553248950086717e-14
0.0008759110291808783,1.3661715160587331e-13
0.0009197065806399222,4.354851843765417e-13
0.0009635021320989661,8.444184442410768e-13
0.00100729768355801,1.2306709421801667e-12
0.001051093235017054,1.4768687909836036e-12
0.0010948887864760978,1.5184895330252391e-12
0.0011386843379351417,1.3689565255120966e-12
0.0011824798893941856,1.128143979853977e-12
0.0012262754408532296,9.300482979903076e-13
0.0012700709923122735,8.824163907928163e-13
0.0013138665437713174,1.0310424690133686e-12
0.0013576620952303613,1.3324863266346388e-12
0.0014014576466894052,1.6687900502005449e-12
0.0014452531981484491,1.9040090806703166e-12
0.001489048749607493,1.9363729589971145e-12
0.001532844301066537,1.7398364425475673e-12
0.0015766398525255809,1.3831751190563066e-12
0.0016204354039846248,1.0026059477661794e-12
0.0016642309554436687,7.463458534637409e-13
0.0017080265069027126,7.180609448223068e-13
0.0017518220583617565,9.348318710516689e-13
0.0017956176098208004,1.3180020213872707e-12
0.0018394131612798443,1.7208068591358843e-12
0.0018832087127388882,1.982739308963241e-12
0.0019270042641979322,1.990997371922623e-12
0.001970799815656976,1.7209097570608428e-12
0.00201459536711602,1.2433778199968714e-12
0.002058390918575064,7.010189555492821e-13
0.002102186470034108,2.573426929130135e-13
0.0021459820214931517,4.0059636146475154e-14
0.0021897775729521956,1.0241222748077826e-13
0.0022335731244112395,4.111671102529255e-13
0.0022773686758702835,8.644359439583657e-13
0.0023211642273293274,1.3315435069758461e-12
0.0023649597787883713,1.6957148675021038e-12
0.002408755330247415,1.8862742220371717e-12
0.002452550881706459,1.8911767417822572e-12
0.002496346433165503,1.746198972815583e-12
0.002540141984624547,1.5111022460085552e-12
0.002583937536083591,1.2448415854288095e-12
0.0026277330875426348,9.87467025240608e-13
0.0026715286390016787,7.555546707507391e-13
0.0027153241904607226,5.499508864538925e-13
0.0027591197419197665,3.6774550811117224e-13
0.0028029152933788104,2.1196389283432635e-13
0.0028467108448378543,9.430179007918277e-14
0.0028905063962968982,3.0115705466086013e-14
