frequency_Hz,PSD_GHz2_per_Hz
0.0,3.2196056887335338e-09
4.379724006007785e-05,6.335269316610455e-09
8.75944801201557e-05,3.964835597352687e-09
0.00013139172018023355,7.309746454014443e-09
0.0001751889602403114,9.746770470844587e-09
0.00021898620030038924,5.040486238904548e-10
0.0002627834403604671,2.2325731843136087e-09
0.0003065806804205449,2.243363814636812e-09
0.0003503779204806228,2.320582598437209e-10
0.00039417516054070066,1.57274272881592e-09
0.0004379724006007785,3.531373256421994e-09
0.00048176964066085634,5.608509080237734e-10
0.0005255668807209342,8.133079986527379e-10
0.0005693641207810121,2.9459522558367854e-09
0.0006131613608410898,1.9128261390694105e-10
0.0006569586009011677,8.072427101077681e-10
0.0007007558409612456,1.1070634935420314e-09
0.0007445530810213235,1.687054883991657e-09
0.0007883503210814013,1.326956937230762e-09
0.0008321475611414791,3.8981655786290877e-10
0.000875944801201557,3.5195295447366365e-09
0.0009197420412616348,4.66652022040733e-09
0.0009635392813217127,7.908985568814065e-10
0.0010073365213817906,1.0802327419166833e-09
0.0010511337614418684,1.8160704446743387e-09
0.0010949310015019463,1.5854900275338543e-09
0.0011387282415620242,1.673589480966131e-10
0.0011825254816221018,3.3399486930566114e-11
0.0012263227216821797,1.4173601065519578e-09
0.0012701199617422576,3.7855743531979695e-10
0.0013139172018023354,1.0810331982764308e-09
0.0013577144418624133,1.0710641521641478e-09
0.0014015116819224912,8.914594271961297e-10
0.001445308921982569,4.242722492081954e-09
0.001489106162042647,4.9787508083224e-09
0.0015329034021027248,1.4208811486103263e-09
0.0015767006421628026,9.695082909698154e-10
0.0016204978822228805,1.917708954317974e-11
0.0016642951222829582,4.5073136843800813e-10
0.001708092362343036,4.62723351054627e-10
0.001751889602403114,1.7149169599236852e-09
0.0017956868424631918,1.1951352749194889e-09
0.0018394840825232696,3.0117441026458524e-09
0.0018832813225833475,8.812159156608211e-10
0.0019270785626434254,2.9533580912422716e-10
0.001970875802703503,2.915388131007099e-10
0.002014673042763581,2.828032225059645e-09
0.0020584702828236588,4.585631079454469e-09
0.002102267522883737,4.181462674730396e-09
0.0021460647629438145,3.5614892840593814e-09
0.0021898620030038926,1.7840365316123446e-09
0.0022336592430639702,2.7547546837365957e-09
0.0022774564831240483,3.1022209470106664e-09
0.002321253723184126,8.238065205807367e-09
0.0023650509632442036,5.266161048621959e-09
0.0024088482033042817,1.1055000454435089e-09
0.0024526454433643594,2.7796488699110654e-09
0.0024964426834244375,1.2775998689160398e-09
0.002540239923484515,2.3552082655525217e-09
0.002584037163544593,4.8144930579781493e-11
0.002627834403604671,5.73974559932463e-10
0.002671631643664749,4.171809402735039e-11
0.0027154288837248266,4.432369850680527e-10
0.0027592261237849047,2.259360090900493e-10
0.0028030233638449823,2.6183871363429135e-09
0.00284682060390506,9.890150554394444e-10
0.002890617843965138,7.597543022186797e-10
