frequency_Hz,PSD_GHz2_per_Hz
0.0,6.651144097901035e-11
4.378871429819706e-05,7.494516670105471e-10
8.757742859639413e-05,1.5348724192618776e-10
0.00013136614289459118,2.042235468441047e-10
0.00017515485719278825,1.5231747495011e-10
0.00021894357149098532,2.9966761718089366e-12
0.00026273228578918236,3.1445511318592954e-11
0.00030652100008737946,2.1440879665359075e-11
0.0003503097143855765,1.289631420558023e-10
0.00039409842868377354,9.280507130457363e-11
0.00043788714298197064,3.824864462990608e-11
0.0004816758572801677,4.312876079931174e-11
0.0005254645715783647,8.483952730275435e-11
0.0005692532858765618,8.920436064299848e-11
0.0006130420001747589,7.182185546780133e-11
0.0006568307144729559,7.78114124193832e-11
0.000700619428771153,5.258506275677217e-11
0.0007444081430693501,8.917625836514091e-11
0.0007881968573675471,4.309240109782221e-11
0.0008319855716657442,3.65903536032339e-11
0.0008757742859639413,3.788578065197571e-11
0.0009195630002621383,3.726462008219336e-12
0.0009633517145603354,6.227924753637368e-12
0.0010071404288585324,1.569447542017966e-11
0.0010509291431567295,1.3807135437564093e-11
0.0010947178574549265,5.5405533850474257e-11
0.0011385065717531236,7.896323835362085e-11
0.0011822952860513207,1.255853219165794e-11
0.0012260840003495178,8.126889275886517e-12
0.0012698727146477147,4.284220590363819e-12
0.0013136614289459118,3.008788697104635e-11
0.001357450143244109,2.9343753013806853e-11
0.001401238857542306,1.3764874228098378e-11
0.001445027571840503,1.9781958581070135e-11
0.0014888162861387002,2.7192805065388116e-11
0.0015326050004368973,7.70937007885353e-12
0.0015763937147350942,4.21539098714698e-12
0.0016201824290332913,1.2182032116708676e-11
0.0016639711433314884,2.7223201224642887e-11
0.0017077598576296855,8.776922306648865e-12
0.0017515485719278826,3.946579063542118e-11
0.0017953372862260797,1.6972517006170717e-10
0.0018391260005242765,1.2823032577801282e-10
0.0018829147148224736,5.449852749559772e-11
0.0019267034291206707,4.9725494059768526e-11
0.001970492143418868,1.67097733130106e-11
0.0020142808577170647,7.887831347675981e-11
0.002058069572015262,5.1518189565584325e-11
0.002101858286313459,1.3193201921853375e-11
0.0021456470006116562,2.6610007252394376e-11
0.002189435714909853,1.9848738543592897e-11
0.0022332244292080504,1.2524682367340574e-11
0.0022770131435062473,5.1873534946186256e-11
0.002320801857804444,7.140134339094606e-11
0.0023645905721026415,2.576133153134053e-11
0.0024083792864008384,1.812768482333832e-11
0.0024521680006990357,1.2362983109490517e-11
0.0024959567149972326,4.091822809032733e-11
0.0025397454292954294,7.911660371467424e-11
0.0025835341435936268,5.656255833868887e-11
0.0026273228578918236,2.616698460951594e-11
0.002671111572190021,4.866606807507589e-12
0.002714900286488218,3.392290808963504e-11
0.002758689000786415,9.250596441095148e-11
0.002802477715084612,1.2957300405460736e-10
0.002846266429382809,5.733537605710806e-11
0.002890055143681006,5.7224650109471816e-12
