sweep_index,timestamp_start,elapsed_s,f_min_Hz,s21_min_dB,filename,power_dBm,f_min_GHz,time_s
368,2026-05-21T20:55:05,43.1845920085907,5607837518.811319,-24.9274578094,20260521_205505_sweep0368_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607837518811319,15805.892327070236
372,2026-05-21T20:58:04,43.187562704086304,5607833275.79161,-24.6005039215,20260521_205804_sweep0372_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607833275791609,15978.081819295883
376,2026-05-21T21:01:04,43.155404806137085,5607834059.94303,-26.1861000061,20260521_210104_sweep0376_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078340599430305,16150.729730844498
380,2026-05-21T21:04:03,42.614354372024536,5607835104.462348,-24.7383441925,20260521_210403_sweep0380_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607835104462348,16321.769054889679
384,2026-05-21T21:07:02,43.1629593372345,5607833066.354333,-24.7575645447,20260521_210702_sweep0384_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607833066354333,16494.411434412003
388,2026-05-21T21:10:02,42.67677307128906,5607833871.354625,-23.4416294098,20260521_211002_sweep0388_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607833871354625,16666.135828733444
392,2026-05-21T21:13:01,42.67427015304565,5607834423.795236,-23.7883777618,20260521_211301_sweep0392_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607834423795236,16838.262763738632
396,2026-05-21T21:16:00,43.22956299781799,5607836175.133289,-25.4708786011,20260521_211600_sweep0396_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607836175133289,17010.555683135986
400,2026-05-21T21:19:00,43.18497896194458,5607837263.319885,-25.1175765991,20260521_211900_sweep0400_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607837263319885,17183.26602125168
404,2026-05-21T21:22:02,43.184428215026855,5607838014.656525,-24.8177032471,20260521_212202_sweep0404_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607838014656525,17355.96285223961
408,2026-05-21T21:25:01,43.1298463344574,5607835732.5314245,-25.190410614,20260521_212501_sweep0408_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078357325314245,17527.56352829933
412,2026-05-21T21:28:00,43.147841453552246,5607843882.038253,-26.5826187134,20260521_212800_sweep0412_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607843882038253,17699.74058651924
416,2026-05-21T21:30:59,43.16615533828735,5607839986.99326,-26.1340179443,20260521_213059_sweep0416_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607839986993261,17871.96270298958
420,2026-05-21T21:33:59,43.158724546432495,5607840439.225608,-25.0025444031,20260521_213359_sweep0420_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607840439225608,18044.709303855896
424,2026-05-21T21:36:59,43.21124172210693,5607838135.891843,-24.0782527924,20260521_213659_sweep0424_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607838135891843,18216.94793176651
428,2026-05-21T21:39:58,43.197500705718994,5607837391.760651,-23.99036026,20260521_213958_sweep0428_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078373917606505,18388.706560373306
432,2026-05-21T21:42:57,42.71188092231751,5607836030.0345,-27.1923675537,20260521_214257_sweep0432_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078360300345,18559.514134645462
436,2026-05-21T21:45:56,42.67861080169678,5607840100.0,-25.9938201904,20260521_214556_sweep0436_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078401,18731.727135658264
440,2026-05-21T21:48:55,43.15740370750427,5607835104.462348,-27.1616287231,20260521_214855_sweep0440_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607835104462348,18903.921577692032
444,2026-05-21T21:51:54,43.178893089294434,5607842307.59889,-26.9982967377,20260521_215154_sweep0444_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.60784230759889,19075.77633357048
448,2026-05-21T21:54:54,42.66727781295776,5607841008.388746,-25.0804157257,20260521_215454_sweep0448_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607841008388746,19247.568475723267
452,2026-05-21T21:57:53,42.74746918678284,5607843741.363893,-25.2614574432,20260521_215753_sweep0452_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607843741363893,19419.39075922966
456,2026-05-21T22:00:51,42.72808623313904,5607840439.225608,-26.7936172485,20260521_220051_sweep0456_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607840439225608,19590.737663269043
460,2026-05-21T22:03:50,42.73938798904419,5607838256.174154,-26.6128139496,20260521_220350_sweep0460_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607838256174154,19761.687685012817
464,2026-05-21T22:06:48,42.76333546638489,5607835882.543321,-25.3504543304,20260521_220648_sweep0464_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607835882543321,19932.695595026016
468,2026-05-21T22:09:46,42.69784164428711,5607836175.133289,-26.5146999359,20260521_220946_sweep0468_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607836175133289,20103.574110031128
472,2026-05-21T22:12:46,42.74583697319031,5607834059.94303,-25.0201854706,20260521_221246_sweep0472_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078340599430305,20275.485776901245
476,2026-05-21T22:15:44,42.68018960952759,5607835882.543321,-25.2378864288,20260521_221544_sweep0476_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607835882543321,20446.28182220459
480,2026-05-21T22:18:42,43.19231581687927,5607833275.79161,-25.3151950836,20260521_221842_sweep0480_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607833275791609,20617.662628650665
484,2026-05-21T22:21:41,42.73205065727234,5607835732.5314245,-27.2152099609,20260521_222141_sweep0484_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078357325314245,20788.963999032974
488,2026-05-21T22:24:41,42.72542977333069,5607837892.40111,-24.0454139709,20260521_222441_sweep0488_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607837892401109,20960.378757476807
492,2026-05-21T22:27:40,42.70610952377319,5607837892.40111,-24.4594306946,20260521_222740_sweep0492_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607837892401109,21131.70710992813
496,2026-05-21T22:30:39,43.27024435997009,5607833677.986646,-24.680814743,20260521_223039_sweep0496_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607833677986646,21303.55291223526
500,2026-05-21T22:33:38,42.68493318557739,5607835579.863733,-25.6719474792,20260521_223338_sweep0500_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607835579863734,21474.919899225235
504,2026-05-21T22:36:37,42.77967023849487,5607839986.99326,-25.3886814117,20260521_223637_sweep0504_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607839986993261,21646.376448392868
508,2026-05-21T22:39:35,42.78425455093384,5607838729.051413,-25.2834281921,20260521_223935_sweep0508_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607838729051412,21817.39720749855
512,2026-05-21T22:42:34,43.27260947227478,5607838961.389669,-28.0519218445,20260521_224234_sweep0512_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607838961389669,21989.44069337845
516,2026-05-21T22:45:33,42.72552514076233,5607837001.935855,-25.4843273163,20260521_224533_sweep0516_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607837001935855,22160.447479248047
520,2026-05-21T22:48:31,42.71089553833008,5607838014.656525,-25.2626590729,20260521_224831_sweep0520_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607838014656525,22331.440593004227
524,2026-05-21T22:51:29,42.79878044128418,5607836597.2672,-25.5734233856,20260521_225129_sweep0524_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607836597267201,22502.56231212616
528,2026-05-21T22:54:28,42.81143116950989,5607832400.53555,-24.2155170441,20260521_225428_sweep0528_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.60783240053555,22673.729357004166
532,2026-05-21T22:57:26,42.80270528793335,5607836175.133289,-24.0618305206,20260521_225726_sweep0532_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607836175133289,22844.825016498566
536,2026-05-21T23:00:25,42.85256481170654,5607837263.319885,-26.5266094208,20260521_230025_sweep0536_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607837263319885,23015.972323656082
540,2026-05-21T23:03:23,42.7895736694336,5607838494.138721,-25.5623016357,20260521_230323_sweep0540_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607838494138721,23187.268060445786
544,2026-05-21T23:06:22,42.80400800704956,5607832400.53555,-24.3154258728,20260521_230622_sweep0544_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.60783240053555,23358.437980890274
548,2026-05-21T23:09:20,42.762253761291504,5607832164.784588,-24.7813072205,20260521_230920_sweep0548_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607832164784588,23529.47935962677
552,2026-05-21T23:12:19,42.76040434837341,5607843066.593218,-24.6559410095,20260521_231219_sweep0552_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607843066593218,23700.651348114014
556,2026-05-21T23:15:17,42.797693490982056,5607836030.0345,-24.951166153,20260521_231517_sweep0556_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078360300345,23871.86570239067
560,2026-05-21T23:18:16,42.78392553329468,5607841354.486681,-25.8447647095,20260521_231816_sweep0560_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607841354486681,24043.055520296097
564,2026-05-21T23:21:14,42.811233043670654,5607837391.760651,-25.0552692413,20260521_232114_sweep0564_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078373917606505,24214.236555576324
568,2026-05-21T23:24:13,42.768654108047485,5607836317.961746,-24.2266902924,20260521_232413_sweep0568_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.6078363179617465,24385.458766937256
572,2026-05-21T23:27:11,42.8152916431427,5607839306.066891,-27.0603294373,20260521_232711_sweep0572_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.60783930606689,24556.68110346794
576,2026-05-21T23:30:10,42.768372535705566,5607835882.543321,-24.6622657776,20260521_233010_sweep0576_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607835882543321,24727.901658058167
580,2026-05-21T23:33:08,42.682537317276,5607838729.051413,-27.922586441,20260521_233308_sweep0580_5p607840GHz_-80p0dBm_200avgs_201points,-80,5.607838729051412,24898.957344055176
