sweep_index,timestamp_start,elapsed_s,f_min_Hz,s21_min_dB,filename,power_dBm,f_min_GHz,time_s
582,2026-05-21T23:34:37,42.738160848617554,5607836868.818117,-29.1449794769,20260521_233437_sweep0582_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,24984.377071619034
586,2026-05-21T23:37:36,42.74192833900452,5607837133.406782,-29.2496318817,20260521_233736_sweep0586_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,25155.736582517624
590,2026-05-21T23:40:36,42.82855224609375,5607836868.818117,-29.2211399078,20260521_234036_sweep0590_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,25326.797796964645
594,2026-05-21T23:43:35,42.79000449180603,5607837133.406782,-29.2663230896,20260521_234335_sweep0594_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,25497.993656158447
598,2026-05-21T23:46:34,42.78739929199219,5607837133.406782,-29.0004653931,20260521_234634_sweep0598_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,25669.13816356659
602,2026-05-21T23:49:32,42.71976065635681,5607837391.760651,-28.9598903656,20260521_234932_sweep0602_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,25840.16789150238
606,2026-05-21T23:52:31,42.84495544433594,5607836868.818117,-28.9141616821,20260521_235231_sweep0606_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,26011.513885498047
610,2026-05-21T23:55:30,42.850648164749146,5607836868.818117,-29.2164287567,20260521_235530_sweep0610_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,26182.956518411636
614,2026-05-21T23:58:29,42.86012649536133,5607836597.2672,-28.9690113068,20260521_235829_sweep0614_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,26354.348657608032
618,2026-05-22T00:01:27,42.83572483062744,5607836868.818117,-28.9448604584,20260522_000127_sweep0618_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,26525.70291852951
622,2026-05-22T00:04:26,42.82426071166992,5607836597.2672,-28.9811973572,20260522_000426_sweep0622_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,26696.93456363678
626,2026-05-22T00:07:25,42.78876042366028,5607837133.406782,-29.181016922,20260522_000725_sweep0626_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,26868.12392258644
630,2026-05-22T00:10:23,42.8155255317688,5607836868.818117,-29.1087913513,20260522_001023_sweep0630_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,27039.382818222046
634,2026-05-22T00:13:22,42.85871720314026,5607837133.406782,-29.280002594,20260522_001322_sweep0634_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,27210.80353832245
638,2026-05-22T00:16:21,42.81786251068115,5607837391.760651,-29.3377685547,20260522_001621_sweep0638_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,27382.15193080902
642,2026-05-22T00:19:19,42.80707287788391,5607837133.406782,-29.0709877014,20260522_001919_sweep0642_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,27553.426582336426
646,2026-05-22T00:22:18,42.80093240737915,5607836868.818117,-29.0655345917,20260522_002218_sweep0646_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,27724.65845131874
650,2026-05-22T00:25:17,42.82866668701172,5607837391.760651,-29.1862926483,20260522_002517_sweep0650_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,27896.116733312607
654,2026-05-22T00:28:15,42.89595127105713,5607836868.818117,-29.2360076904,20260522_002815_sweep0654_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,28067.48987364769
658,2026-05-22T00:31:14,42.81390404701233,5607837133.406782,-29.2985115051,20260522_003114_sweep0658_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,28238.77663564682
662,2026-05-22T00:34:13,42.82754278182984,5607837133.406782,-28.9585113525,20260522_003413_sweep0662_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,28410.113930225372
666,2026-05-22T00:37:12,42.83380818367005,5607837133.406782,-29.3538398743,20260522_003712_sweep0666_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,28581.44564819336
670,2026-05-22T00:40:10,42.85657215118408,5607835732.5314245,-28.8856868744,20260522_004010_sweep0670_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078357325314245,28752.794261217117
674,2026-05-22T00:43:09,42.88287901878357,5607836597.2672,-28.6578998566,20260522_004309_sweep0674_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,28924.17266225815
678,2026-05-22T00:46:08,42.87256717681885,5607836868.818117,-28.9899635315,20260522_004608_sweep0678_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,29095.659192800522
682,2026-05-22T00:49:06,42.88876223564148,5607836030.0345,-29.0509719849,20260522_004906_sweep0682_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,29266.99129462242
686,2026-05-22T00:52:05,42.86262226104736,5607837391.760651,-29.1303977966,20260522_005205_sweep0686_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,29438.49175429344
690,2026-05-22T00:55:04,42.884801149368286,5607837133.406782,-28.9716815948,20260522_005504_sweep0690_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,29610.00486111641
694,2026-05-22T00:58:03,42.86261010169983,5607837391.760651,-28.7562541962,20260522_005803_sweep0694_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,29781.539375543594
698,2026-05-22T01:01:02,42.84621787071228,5607837644.551109,-29.0363559723,20260522_010102_sweep0698_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,29953.041863441467
702,2026-05-22T01:04:01,42.93389129638672,5607837391.760651,-29.0240383148,20260522_010401_sweep0702_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,30124.662724256516
706,2026-05-22T01:07:00,42.87280035018921,5607836030.0345,-29.0334701538,20260522_010700_sweep0706_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,30296.166207790375
710,2026-05-22T01:10:01,42.8856372833252,5607837133.406782,-29.1944713593,20260522_011001_sweep0710_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,30467.708123922348
714,2026-05-22T01:13:00,42.90636587142944,5607836868.818117,-29.1752128601,20260522_011300_sweep0714_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,30639.33675289154
718,2026-05-22T01:15:59,42.91251039505005,5607837391.760651,-29.197177887,20260522_011559_sweep0718_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,30810.84590792656
722,2026-05-22T01:18:58,42.9471070766449,5607836868.818117,-29.1519508362,20260522_011858_sweep0722_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,30982.58229970932
726,2026-05-22T01:21:57,42.947423458099365,5607837391.760651,-29.1396636963,20260522_012157_sweep0726_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,31154.258298635483
730,2026-05-22T01:24:56,42.948440074920654,5607837391.760651,-29.0608921051,20260522_012456_sweep0730_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,31326.05376625061
734,2026-05-22T01:27:55,42.90939092636109,5607836868.818117,-29.0782852173,20260522_012755_sweep0734_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,31497.77729344368
738,2026-05-22T01:30:55,42.897133111953735,5607837391.760651,-29.0338153839,20260522_013055_sweep0738_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,31669.420954465866
742,2026-05-22T01:33:53,42.89093065261841,5607837391.760651,-28.974407196,20260522_013353_sweep0742_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,31840.989656686783
746,2026-05-22T01:36:52,42.86393594741821,5607837133.406782,-29.1822814941,20260522_013652_sweep0746_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,32012.567250728607
750,2026-05-22T01:39:51,42.89746260643005,5607837133.406782,-29.0378265381,20260522_013951_sweep0750_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,32184.16796684265
754,2026-05-22T01:42:50,43.023634910583496,5607837133.406782,-29.0497188568,20260522_014250_sweep0754_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,32356.026044368744
758,2026-05-22T01:45:49,42.93622660636902,5607837644.551109,-28.9745941162,20260522_014549_sweep0758_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,32527.76876592636
762,2026-05-22T01:48:49,42.88985061645508,5607837391.760651,-29.0718898773,20260522_014849_sweep0762_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,32699.483258008957
766,2026-05-22T01:51:48,42.90266299247742,5607837892.40111,-28.9016685486,20260522_015148_sweep0766_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837892401109,32871.02613186836
770,2026-05-22T01:54:47,42.97984504699707,5607837391.760651,-28.8317775726,20260522_015447_sweep0770_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,33042.786568164825
774,2026-05-22T01:57:46,42.96528458595276,5607837391.760651,-28.8850269318,20260522_015746_sweep0774_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,33214.59458088875
778,2026-05-22T02:00:45,42.933387756347656,5607837892.40111,-28.9057350159,20260522_020045_sweep0778_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837892401109,33386.41213178635
782,2026-05-22T02:03:44,43.0191752910614,5607837391.760651,-28.9079742432,20260522_020344_sweep0782_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,33558.17151808739
786,2026-05-22T02:06:44,42.9433114528656,5607837644.551109,-28.9555187225,20260522_020644_sweep0786_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,33730.011333465576
790,2026-05-22T02:09:43,43.00784349441528,5607837133.406782,-29.0284900665,20260522_020943_sweep0790_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,33901.94934153557
794,2026-05-22T02:12:42,42.914968490600586,5607837391.760651,-28.9136047363,20260522_021242_sweep0794_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,34073.673527002335
798,2026-05-22T02:15:41,42.94566321372986,5607837133.406782,-28.8507728577,20260522_021541_sweep0798_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,34245.45558166504
802,2026-05-22T02:18:41,42.98082661628723,5607837644.551109,-28.9595794678,20260522_021841_sweep0802_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,34417.29481768608
806,2026-05-22T02:21:40,43.0188148021698,5607837133.406782,-28.9254283905,20260522_022140_sweep0806_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,34589.39114165306
810,2026-05-22T02:24:40,43.02807092666626,5607837133.406782,-28.6509494781,20260522_022440_sweep0810_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,34761.374693870544
814,2026-05-22T02:27:39,42.95892310142517,5607837133.406782,-28.9556427002,20260522_022739_sweep0814_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,34933.31601667404
818,2026-05-22T02:30:38,42.96186304092407,5607837391.760651,-29.0697154999,20260522_023038_sweep0818_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,35105.14736866951
822,2026-05-22T02:33:37,42.92736315727234,5607837133.406782,-28.7521324158,20260522_023337_sweep0822_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,35276.98062372208
826,2026-05-22T02:36:36,42.952873945236206,5607837391.760651,-28.9646530151,20260522_023636_sweep0826_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,35448.834188461304
830,2026-05-22T02:39:35,43.0189311504364,5607837133.406782,-28.9009227753,20260522_023935_sweep0830_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,35620.834218263626
834,2026-05-22T02:42:35,43.01441287994385,5607837133.406782,-29.1827201843,20260522_024235_sweep0834_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,35792.8789396286
838,2026-05-22T02:45:34,42.95822215080261,5607837133.406782,-29.1360778809,20260522_024534_sweep0838_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,35964.786519527435
842,2026-05-22T02:48:33,42.98754143714905,5607837391.760651,-29.0041980743,20260522_024833_sweep0842_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,36136.573910713196
846,2026-05-22T02:51:33,42.94367861747742,5607837391.760651,-29.1057472229,20260522_025133_sweep0846_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,36308.41484618187
850,2026-05-22T02:54:32,43.00755000114441,5607837391.760651,-29.1347064972,20260522_025432_sweep0850_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,36480.396131277084
854,2026-05-22T02:57:34,43.01150035858154,5607837133.406782,-29.0342254639,20260522_025734_sweep0854_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,36652.336310625076
858,2026-05-22T03:00:33,42.98706769943237,5607837391.760651,-29.1602020264,20260522_030033_sweep0858_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,36824.21949696541
862,2026-05-22T03:03:33,42.96097111701965,5607836868.818117,-29.1620769501,20260522_030333_sweep0862_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,36996.06644320488
866,2026-05-22T03:06:32,43.01283073425293,5607837133.406782,-28.9954910278,20260522_030632_sweep0866_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,37167.93669509888
870,2026-05-22T03:09:31,43.002254486083984,5607837644.551109,-28.989818573,20260522_030931_sweep0870_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,37339.856879234314
874,2026-05-22T03:12:30,43.0129873752594,5607837133.406782,-29.1278400421,20260522_031230_sweep0874_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,37511.80284738541
878,2026-05-22T03:15:30,43.10088896751404,5607836868.818117,-29.11302948,20260522_031530_sweep0878_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,37683.90902543068
882,2026-05-22T03:18:29,43.06433129310608,5607837644.551109,-28.8777770996,20260522_031829_sweep0882_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,37856.12965631485
886,2026-05-22T03:21:29,43.01418972015381,5607837133.406782,-29.0625896454,20260522_032129_sweep0886_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,38028.36636519432
890,2026-05-22T03:24:28,43.06482410430908,5607837133.406782,-28.8888149261,20260522_032428_sweep0890_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,38200.579270362854
894,2026-05-22T03:27:28,42.98871064186096,5607836868.818117,-29.0877189636,20260522_032728_sweep0894_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,38372.7883849144
898,2026-05-22T03:30:28,43.05390477180481,5607837133.406782,-29.137720108,20260522_033028_sweep0898_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,38544.96461009979
902,2026-05-22T03:33:27,43.04094743728638,5607837133.406782,-28.9094619751,20260522_033327_sweep0902_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,38716.92116069794
906,2026-05-22T03:36:26,43.00601887702942,5607837644.551109,-29.2319564819,20260522_033626_sweep0906_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,38889.02455210686
910,2026-05-22T03:39:26,42.98990273475647,5607837391.760651,-29.1675491333,20260522_033926_sweep0910_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,39061.01564788818
914,2026-05-22T03:42:25,43.02718591690064,5607837391.760651,-29.1131381989,20260522_034225_sweep0914_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,39233.07377576828
918,2026-05-22T03:45:25,43.04236698150635,5607837391.760651,-29.1230754852,20260522_034525_sweep0918_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,39405.21264410019
922,2026-05-22T03:48:24,43.04387140274048,5607837391.760651,-29.06291008,20260522_034824_sweep0922_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,39577.53639125824
926,2026-05-22T03:51:24,42.98658871650696,5607837391.760651,-29.0788669586,20260522_035124_sweep0926_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,39749.53681874275
930,2026-05-22T03:54:23,43.08883500099182,5607837644.551109,-29.0396938324,20260522_035423_sweep0930_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,39921.79028916359
934,2026-05-22T03:57:23,43.069424867630005,5607837391.760651,-28.8863258362,20260522_035723_sweep0934_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,40094.13017177582
938,2026-05-22T04:00:23,43.07603597640991,5607837644.551109,-29.080575943,20260522_040023_sweep0938_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,40266.42047333717
942,2026-05-22T04:03:23,43.030895709991455,5607837644.551109,-28.9509868622,20260522_040323_sweep0942_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,40438.683961868286
946,2026-05-22T04:06:23,43.07059574127197,5607837644.551109,-29.0798492432,20260522_040623_sweep0946_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,40610.977046489716
950,2026-05-22T04:09:22,43.03907823562622,5607837892.40111,-29.0149879456,20260522_040922_sweep0950_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837892401109,40783.21236920357
954,2026-05-22T04:12:22,43.03533744812012,5607837644.551109,-28.8156051636,20260522_041222_sweep0954_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,40955.45629692078
958,2026-05-22T04:15:21,43.04937791824341,5607837133.406782,-29.0314712524,20260522_041521_sweep0958_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,41127.731777668
962,2026-05-22T04:18:21,43.06955552101135,5607837133.406782,-28.9310245514,20260522_041821_sweep0962_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,41299.93255329132
966,2026-05-22T04:21:20,43.071468114852905,5607837391.760651,-29.1461925507,20260522_042120_sweep0966_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,41472.09280896187
970,2026-05-22T04:24:20,43.1400830745697,5607837391.760651,-29.1293392181,20260522_042420_sweep0970_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,41644.418160676956
974,2026-05-22T04:27:19,43.105148792266846,5607837133.406782,-28.967382431,20260522_042719_sweep0974_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,41816.26229572296
978,2026-05-22T04:30:19,42.977418422698975,5607837644.551109,-29.0213298798,20260522_043019_sweep0978_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,41988.50478696823
982,2026-05-22T04:33:18,43.005422592163086,5607837644.551109,-29.1161212921,20260522_043318_sweep0982_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607837644551109,42160.20284366608
986,2026-05-22T04:36:18,42.99223875999451,5607836868.818117,-28.8187847137,20260522_043618_sweep0986_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,42332.21186256409
990,2026-05-22T04:39:17,43.14703416824341,5607837133.406782,-29.0778102875,20260522_043917_sweep0990_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,42504.45619034767
994,2026-05-22T04:42:17,43.05985593795776,5607837391.760651,-29.0285396576,20260522_044217_sweep0994_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,42676.93321824074
998,2026-05-22T04:45:17,43.082504749298096,5607837391.760651,-29.1500377655,20260522_044517_sweep0998_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,42849.30680823326
