sweep_index,timestamp_start,elapsed_s,f_min_Hz,s21_min_dB,filename,power_dBm,f_min_GHz,time_s
246,2026-05-21T19:23:47,43.08015489578247,5607832850.913247,-28.4682769775,20260521_192347_sweep0246_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607832850913247,10553.405915260315
250,2026-05-21T19:26:47,43.0617983341217,5607834423.795236,-28.4959869385,20260521_192647_sweep0250_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607834423795236,10725.661341905594
254,2026-05-21T19:29:47,43.02823829650879,5607835424.397883,-28.4623699188,20260521_192947_sweep0254_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607835424397884,10897.948057889938
258,2026-05-21T19:32:46,43.1128408908844,5607835424.397883,-28.4413738251,20260521_193246_sweep0258_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607835424397884,11070.323630809784
262,2026-05-21T19:35:46,43.07920861244202,5607835424.397883,-28.4016227722,20260521_193546_sweep0262_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607835424397884,11242.611161470413
266,2026-05-21T19:38:45,43.13831281661987,5607836030.0345,-28.4261550903,20260521_193845_sweep0266_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,11414.54039144516
270,2026-05-21T19:41:45,43.08692145347595,5607835732.5314245,-28.3809585571,20260521_194145_sweep0270_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078357325314245,11586.95634651184
274,2026-05-21T19:44:45,43.06335258483887,5607835424.397883,-28.7728252411,20260521_194445_sweep0274_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607835424397884,11759.324799060822
278,2026-05-21T19:47:45,43.01714324951172,5607834771.417103,-28.7493419647,20260521_194745_sweep0278_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607834771417103,11931.688444852829
282,2026-05-21T19:50:45,43.10010766983032,5607834771.417103,-28.8622913361,20260521_195045_sweep0282_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607834771417103,12104.084658145905
286,2026-05-21T19:53:45,43.080209255218506,5607834423.795236,-28.527513504,20260521_195345_sweep0286_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607834423795236,12276.57726931572
290,2026-05-21T19:56:45,43.13043260574341,5607834423.795236,-28.7235202789,20260521_195645_sweep0290_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607834423795236,12448.993624210358
294,2026-05-21T19:59:44,43.0714316368103,5607834059.94303,-28.6929359436,20260521_195944_sweep0294_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078340599430305,12621.357500076294
298,2026-05-21T20:02:43,43.08470869064331,5607834059.94303,-28.777463913,20260521_200243_sweep0298_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078340599430305,12793.2283847332
302,2026-05-21T20:05:43,43.14091396331787,5607835424.397883,-28.7529659271,20260521_200543_sweep0302_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607835424397884,12965.17362165451
306,2026-05-21T20:08:42,43.15405559539795,5607835104.462348,-28.5906257629,20260521_200842_sweep0306_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607835104462348,13137.651769638062
310,2026-05-21T20:11:42,43.1499559879303,5607835732.5314245,-28.8111896515,20260521_201142_sweep0310_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078357325314245,13310.159968137741
314,2026-05-21T20:14:42,43.08769845962525,5607836317.961746,-28.4299087524,20260521_201442_sweep0314_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,13482.623630046844
318,2026-05-21T20:17:42,43.07848381996155,5607836030.0345,-28.6782550812,20260521_201742_sweep0318_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,13655.05758857727
322,2026-05-21T20:20:40,43.16369390487671,5607836030.0345,-28.7768764496,20260521_202040_sweep0322_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,13826.468315839767
326,2026-05-21T20:23:40,43.13277578353882,5607836030.0345,-28.5276298523,20260521_202340_sweep0326_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,13998.4542593956
330,2026-05-21T20:26:40,43.10584402084351,5607836317.961746,-28.8497943878,20260521_202640_sweep0330_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,14170.911832094193
334,2026-05-21T20:29:41,43.17875385284424,5607835732.5314245,-28.9277534485,20260521_202941_sweep0334_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078357325314245,14343.558374643326
338,2026-05-21T20:32:40,42.63317584991455,5607836030.0345,-28.8614215851,20260521_203240_sweep0338_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,14515.1530854702
342,2026-05-21T20:35:38,43.10753083229065,5607836030.0345,-28.7672863007,20260521_203538_sweep0342_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,14686.721621990204
346,2026-05-21T20:38:38,42.62232065200806,5607836030.0345,-28.9048480988,20260521_203838_sweep0346_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,14858.264491081238
350,2026-05-21T20:41:37,43.14715003967285,5607836030.0345,-28.9111671448,20260521_204137_sweep0350_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,15030.403934240341
354,2026-05-21T20:44:37,43.09296870231629,5607836030.0345,-28.9974555969,20260521_204437_sweep0354_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,15202.95733833313
358,2026-05-21T20:47:36,42.66688346862793,5607836030.0345,-28.8549785614,20260521_204736_sweep0358_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,15375.098163843155
362,2026-05-21T20:50:35,43.16839456558228,5607836317.961746,-28.6918621063,20260521_205035_sweep0362_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,15546.769740104675
366,2026-05-21T20:53:35,43.17597436904907,5607836030.0345,-28.8501987457,20260521_205335_sweep0366_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,15719.52221274376
370,2026-05-21T20:56:34,43.16894435882568,5607836030.0345,-28.9844837189,20260521_205634_sweep0370_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,15891.705514192581
374,2026-05-21T20:59:34,43.15684056282044,5607836030.0345,-28.9067497253,20260521_205934_sweep0374_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,16064.378937244415
378,2026-05-21T21:02:34,42.62847948074341,5607836317.961746,-28.5688095093,20260521_210234_sweep0378_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,16236.527599334717
382,2026-05-21T21:05:32,43.16164565086365,5607836030.0345,-28.5925254822,20260521_210532_sweep0382_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,16408.116460084915
386,2026-05-21T21:08:32,43.19090843200684,5607836030.0345,-28.9028530121,20260521_210832_sweep0386_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,16580.763112545013
390,2026-05-21T21:11:31,43.18735480308533,5607836317.961746,-28.8294448853,20260521_211131_sweep0390_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,16752.452534914017
394,2026-05-21T21:14:31,43.18487668037415,5607836317.961746,-28.9196872711,20260521_211431_sweep0394_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,16924.59049296379
398,2026-05-21T21:17:30,43.17502284049988,5607836597.2672,-28.8847770691,20260521_211730_sweep0398_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,17096.904355049133
402,2026-05-21T21:20:32,43.17978286743164,5607836868.818117,-28.9905891418,20260521_212032_sweep0402_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,17269.626297950745
406,2026-05-21T21:23:32,42.66483473777771,5607836868.818117,-28.612159729,20260521_212332_sweep0406_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,17441.780534505844
410,2026-05-21T21:26:31,43.1333920955658,5607836868.818117,-29.0214004517,20260521_212631_sweep0410_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,17613.883110523224
414,2026-05-21T21:29:30,43.1970329284668,5607836597.2672,-28.9942188263,20260521_212930_sweep0414_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,17785.65142440796
418,2026-05-21T21:32:29,43.19511032104492,5607836868.818117,-28.7411251068,20260521_213229_sweep0418_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,17958.366420030594
422,2026-05-21T21:35:29,43.1485276222229,5607837133.406782,-28.579460144,20260521_213529_sweep0422_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,18130.54164290428
426,2026-05-21T21:38:28,42.67755484580994,5607837133.406782,-28.6824169159,20260521_213828_sweep0426_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,18302.302893161774
430,2026-05-21T21:41:27,42.66580557823181,5607837133.406782,-28.8346309662,20260521_214127_sweep0430_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,18474.095188379288
434,2026-05-21T21:44:26,43.16649174690247,5607836868.818117,-28.698802948,20260521_214426_sweep0434_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,18645.860285758972
438,2026-05-21T21:47:25,43.20865058898926,5607837133.406782,-29.0946102142,20260521_214725_sweep0438_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,18817.620088338852
442,2026-05-21T21:50:25,42.765262603759766,5607837133.406782,-28.9145679474,20260521_215025_sweep0442_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,18989.881650209427
446,2026-05-21T21:53:24,43.2093825340271,5607837391.760651,-28.8656349182,20260521_215324_sweep0446_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,19162.2093334198
450,2026-05-21T21:56:23,43.16420125961304,5607837133.406782,-28.713104248,20260521_215623_sweep0450_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,19333.908128023148
454,2026-05-21T21:59:22,42.729278564453125,5607837391.760651,-28.9118347168,20260521_215922_sweep0454_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078373917606505,19505.293026208878
458,2026-05-21T22:02:21,42.67660427093506,5607836317.961746,-28.8412284851,20260521_220221_sweep0458_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,19676.13664984703
462,2026-05-21T22:05:19,42.78890681266785,5607837133.406782,-29.1204319,20260521_220519_sweep0462_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,19847.18270254135
466,2026-05-21T22:08:17,42.69115471839905,5607836868.818117,-28.8715820313,20260521_220817_sweep0466_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,20018.152722597122
470,2026-05-21T22:11:16,42.718939781188965,5607837133.406782,-28.86353302,20260521_221116_sweep0470_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,20189.539270401
474,2026-05-21T22:14:15,42.70914673805237,5607837133.406782,-28.7572307587,20260521_221415_sweep0474_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,20360.927008390427
478,2026-05-21T22:17:13,42.73486638069153,5607836868.818117,-29.0542640686,20260521_221713_sweep0478_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,20531.765387535095
482,2026-05-21T22:20:12,42.71005201339722,5607837133.406782,-28.7755832672,20260521_222012_sweep0482_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,20703.554571390152
486,2026-05-21T22:23:10,42.7434229850769,5607836317.961746,-29.0057792664,20260521_222310_sweep0486_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,20874.396847248077
490,2026-05-21T22:26:10,43.197672605514526,5607836868.818117,-29.0181255341,20260521_222610_sweep0490_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,21046.31625032425
494,2026-05-21T22:29:10,42.707462787628174,5607837133.406782,-29.0246696472,20260521_222910_sweep0494_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,21217.565785884857
498,2026-05-21T22:32:09,42.68181800842285,5607836868.818117,-28.9987716675,20260521_223209_sweep0498_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,21389.48265361786
502,2026-05-21T22:35:07,43.21941590309143,5607836868.818117,-28.6042613983,20260521_223507_sweep0502_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,21560.819372177124
506,2026-05-21T22:38:06,42.7543842792511,5607836597.2672,-28.960269928,20260521_223806_sweep0506_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,21731.901663064957
510,2026-05-21T22:41:04,43.21801424026489,5607836597.2672,-28.789981842,20260521_224104_sweep0510_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,21903.415295124054
514,2026-05-21T22:44:04,42.74723243713379,5607836597.2672,-29.1368637085,20260521_224404_sweep0514_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,22074.98429608345
518,2026-05-21T22:47:02,42.776076793670654,5607836868.818117,-29.185382843,20260521_224702_sweep0518_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,22245.969091653824
522,2026-05-21T22:50:00,42.81434655189514,5607836030.0345,-28.7212810516,20260521_225000_sweep0522_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,22417.010786533356
526,2026-05-21T22:52:59,42.79972743988037,5607836597.2672,-29.0334815979,20260521_225259_sweep0526_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,22588.18058156967
530,2026-05-21T22:55:57,42.77272582054138,5607836597.2672,-29.0271129608,20260521_225557_sweep0530_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,22759.275589466095
534,2026-05-21T22:58:56,42.777559995651245,5607836317.961746,-28.8312568665,20260521_225856_sweep0534_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,22930.350078582764
538,2026-05-21T23:01:54,42.82412338256836,5607835424.397883,-29.0190982819,20260521_230154_sweep0538_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607835424397884,23101.617228746414
542,2026-05-21T23:04:53,42.7642080783844,5607835104.462348,-29.0476703644,20260521_230453_sweep0542_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607835104462348,23272.846588134766
546,2026-05-21T23:07:51,42.74800062179565,5607835732.5314245,-29.0053215027,20260521_230751_sweep0546_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078357325314245,23443.964248657227
550,2026-05-21T23:10:49,42.76726675033569,5607835732.5314245,-28.7336444855,20260521_231049_sweep0550_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078357325314245,23615.069676160812
554,2026-05-21T23:13:48,42.83590316772461,5607836317.961746,-29.049074173,20260521_231348_sweep0554_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,23786.238316059113
558,2026-05-21T23:16:46,42.791645765304565,5607836317.961746,-28.973903656,20260521_231646_sweep0558_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,23957.492802619934
562,2026-05-21T23:19:45,42.835864305496216,5607836030.0345,-28.6459960938,20260521_231945_sweep0562_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078360300345,24128.66410088539
566,2026-05-21T23:22:43,42.8699164390564,5607836317.961746,-28.7321949005,20260521_232243_sweep0566_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078363179617465,24299.920310258865
570,2026-05-21T23:25:42,42.83055377006531,5607836597.2672,-29.1104602814,20260521_232542_sweep0570_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836597267201,24471.055823087692
574,2026-05-21T23:28:40,42.78528928756714,5607837133.406782,-29.1584682465,20260521_232840_sweep0574_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.6078371334067825,24642.281794309616
578,2026-05-21T23:31:39,42.76813364028931,5607836868.818117,-29.1883640289,20260521_233139_sweep0578_5p607840GHz_-40p0dBm_200avgs_201points,-40,5.607836868818117,24813.47744870186
