sweep_index,timestamp_start,elapsed_s,f_min_Hz,s21_min_dB,filename,power_dBm,f_min_GHz,time_s
95,2026-05-21T17:31:10,42.84715366363525,5607839306.066891,-29.3362674713,20260521_173110_sweep0095_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.60783930606689,4069.7516763210297
99,2026-05-21T17:34:08,42.83077001571655,5607839760.774392,-28.9943237305,20260521_173408_sweep0099_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607839760774392,4241.113036394119
103,2026-05-21T17:37:07,42.88373708724976,5607839076.737101,-29.1599769592,20260521_173707_sweep0103_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078390767371005,4412.482152462006
107,2026-05-21T17:40:06,42.8653085231781,5607838961.389669,-28.6236591339,20260521_174006_sweep0107_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838961389669,4583.855555772781
111,2026-05-21T17:43:04,42.87701725959778,5607838729.051413,-28.8416099548,20260521_174304_sweep0111_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838729051412,4755.32798075676
115,2026-05-21T17:46:03,42.87334299087525,5607838375.56864,-28.1119403839,20260521_174603_sweep0115_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838375568639,4926.752789258957
119,2026-05-21T17:49:02,42.913151025772095,5607837644.551109,-27.8096866608,20260521_174902_sweep0119_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837644551109,5098.22495174408
123,2026-05-21T17:52:01,42.84238886833191,5607837518.811319,-27.8373374939,20260521_175201_sweep0123_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837518811319,5269.565059661865
127,2026-05-21T17:55:00,42.87108659744263,5607837518.811319,-26.9647655487,20260521_175500_sweep0127_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837518811319,5440.953565359116
131,2026-05-21T17:57:58,42.848193645477295,5607836317.961746,-26.7835712433,20260521_175758_sweep0131_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078363179617465,5612.353683233261
135,2026-05-21T18:00:57,42.91135430335999,5607836733.960827,-26.5771541595,20260521_180057_sweep0135_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836733960827,5783.855998277664
139,2026-05-21T18:03:56,42.88696789741516,5607836175.133289,-26.0245323181,20260521_180356_sweep0139_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836175133289,5955.261239767075
143,2026-05-21T18:06:54,42.86199998855591,5607836030.0345,-25.8974704742,20260521_180654_sweep0143_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,6126.72052025795
147,2026-05-21T18:09:53,42.85779213905335,5607835424.397883,-25.8919048309,20260521_180953_sweep0147_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835424397884,6298.13951086998
151,2026-05-21T18:12:52,42.86253833770752,5607835579.863733,-25.3887023926,20260521_181252_sweep0151_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835579863734,6469.697703838348
155,2026-05-21T18:15:51,42.874608755111694,5607834059.94303,-25.1886615753,20260521_181551_sweep0155_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078340599430305,6641.204050779343
159,2026-05-21T18:18:50,42.87384366989136,5607834423.795236,-24.9713935852,20260521_181850_sweep0159_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834423795236,6812.636467933655
163,2026-05-21T18:21:48,42.84319567680359,5607834599.526867,-24.1600284576,20260521_182148_sweep0163_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834599526867,6984.06462097168
167,2026-05-21T18:24:46,42.8732967376709,5607833871.354625,-23.6892299652,20260521_182446_sweep0167_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607833871354625,7155.492881059647
171,2026-05-21T18:27:45,42.84269428253174,5607832850.913247,-23.5321426392,20260521_182745_sweep0171_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607832850913247,7326.98358130455
175,2026-05-21T18:30:44,42.89417338371277,5607831669.874014,-23.3040981293,20260521_183044_sweep0175_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607831669874014,7498.483923435211
179,2026-05-21T18:33:42,42.83523297309876,5607832400.53555,-23.2128200531,20260521_183342_sweep0179_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.60783240053555,7669.901217222214
183,2026-05-21T18:36:42,42.955546617507935,5607831409.686417,-23.3105220795,20260521_183642_sweep0183_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607831409686416,7841.4330859184265
187,2026-05-21T18:39:41,42.99835801124573,5607830860.940432,-23.781879425,20260521_183941_sweep0187_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607830860940432,8013.43524312973
191,2026-05-21T18:42:40,43.06262874603272,5607832400.53555,-23.9181098938,20260521_184240_sweep0191_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.60783240053555,8185.599783658981
195,2026-05-21T18:45:40,43.03428030014038,5607831409.686417,-23.8266277313,20260521_184540_sweep0195_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607831409686416,8357.764640569687
199,2026-05-21T18:48:39,43.06014132499695,5607832164.784588,-23.6330032349,20260521_184839_sweep0199_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607832164784588,8529.968031167984
203,2026-05-21T18:51:38,43.06629252433777,5607832400.53555,-24.1866073608,20260521_185138_sweep0203_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.60783240053555,8702.182311534882
207,2026-05-21T18:54:37,43.06397986412048,5607832400.53555,-23.4544944763,20260521_185437_sweep0207_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.60783240053555,8874.305767297745
211,2026-05-21T18:57:37,43.03687262535095,5607834599.526867,-24.0757579803,20260521_185737_sweep0211_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834599526867,9046.52468752861
215,2026-05-21T19:00:36,43.06705045700073,5607833677.986646,-23.6606674194,20260521_190036_sweep0215_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607833677986646,9218.735686302185
219,2026-05-21T19:03:36,43.06151485443115,5607834244.009445,-23.3094463348,20260521_190336_sweep0219_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834244009445,9390.936069965363
223,2026-05-21T19:06:36,43.078773736953735,5607833275.79161,-24.1248779297,20260521_190636_sweep0223_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607833275791609,9563.182399749756
227,2026-05-21T19:09:35,43.02523159980774,5607834059.94303,-23.952375412,20260521_190935_sweep0227_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078340599430305,9735.280175447464
231,2026-05-21T19:12:34,43.04171943664551,5607832400.53555,-24.0235805511,20260521_191234_sweep0231_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.60783240053555,9907.458695411682
235,2026-05-21T19:15:34,43.05873250961304,5607832850.913247,-23.9623413086,20260521_191534_sweep0235_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607832850913247,10079.706205368042
239,2026-05-21T19:18:33,43.06371831893921,5607832850.913247,-24.1772079468,20260521_191833_sweep0239_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607832850913247,10251.939888477325
243,2026-05-21T19:21:33,43.0752170085907,5607831921.395211,-24.0205287933,20260521_192133_sweep0243_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607831921395211,10424.21369433403
247,2026-05-21T19:24:32,43.05124020576477,5607831140.252195,-24.2202911377,20260521_192432_sweep0247_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607831140252196,10596.45715546608
251,2026-05-21T19:27:32,43.07839012145996,5607834423.795236,-24.3072910309,20260521_192732_sweep0251_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834423795236,10768.739732027054
255,2026-05-21T19:30:31,43.0977635383606,5607834244.009445,-24.1899814606,20260521_193031_sweep0255_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834244009445,10941.045821428299
259,2026-05-21T19:33:31,43.06037902832031,5607834771.417103,-24.1750049591,20260521_193331_sweep0259_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834771417103,11113.384009838104
263,2026-05-21T19:36:31,43.083913803100586,5607835579.863733,-23.9601821899,20260521_193631_sweep0263_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835579863734,11285.695075273514
267,2026-05-21T19:39:30,43.10140466690064,5607835104.462348,-23.7798900604,20260521_193930_sweep0267_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835104462348,11457.64179611206
271,2026-05-21T19:42:29,43.06759166717529,5607835265.983656,-24.4001636505,20260521_194229_sweep0271_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835265983656,11630.023938179016
275,2026-05-21T19:45:30,43.12036180496216,5607834771.417103,-24.1213722229,20260521_194530_sweep0275_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834771417103,11802.445160865784
279,2026-05-21T19:48:30,43.08347296714783,5607834599.526867,-24.3767299652,20260521_194830_sweep0279_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834599526867,11974.771917819977
283,2026-05-21T19:51:30,43.14129829406738,5607833871.354625,-24.2427482605,20260521_195130_sweep0283_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607833871354625,12147.225956439972
287,2026-05-21T19:54:30,43.128928422927856,5607833677.986646,-24.273815155,20260521_195430_sweep0287_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607833677986646,12319.706197738647
291,2026-05-21T19:57:29,43.08412170410156,5607834423.795236,-24.4604911804,20260521_195729_sweep0291_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834423795236,12492.07774591446
295,2026-05-21T20:00:29,42.5540566444397,5607832164.784588,-24.4304866791,20260521_200029_sweep0295_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607832164784588,12663.911556720734
299,2026-05-21T20:03:28,43.09141135215759,5607834059.94303,-24.3420639038,20260521_200328_sweep0299_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078340599430305,12836.319796085358
303,2026-05-21T20:06:28,43.12899136543274,5607836030.0345,-24.3568840027,20260521_200628_sweep0303_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,13008.302613019943
307,2026-05-21T20:09:27,43.14201760292053,5607836597.2672,-24.1710662842,20260521_200927_sweep0307_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836597267201,13180.793787240982
311,2026-05-21T20:12:27,43.12094783782959,5607836030.0345,-24.2448997498,20260521_201227_sweep0311_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,13353.28091597557
315,2026-05-21T20:15:27,43.1191201210022,5607836868.818117,-24.1628456116,20260521_201527_sweep0315_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836868818117,13525.742750167847
319,2026-05-21T20:18:27,42.58631086349487,5607836597.2672,-23.7926940918,20260521_201827_sweep0319_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836597267201,13697.643899440765
323,2026-05-21T20:21:25,43.10763096809387,5607835104.462348,-23.9035053253,20260521_202125_sweep0323_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835104462348,13869.575946807861
327,2026-05-21T20:24:25,43.12170362472534,5607836317.961746,-23.7588539124,20260521_202425_sweep0327_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078363179617465,14041.575963020325
331,2026-05-21T20:27:26,43.15089011192322,5607835424.397883,-24.3047618866,20260521_202726_sweep0331_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835424397884,14214.062722206116
335,2026-05-21T20:30:26,43.1673789024353,5607836597.2672,-24.072303772,20260521_203026_sweep0335_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836597267201,14386.725753545761
339,2026-05-21T20:33:25,42.658013582229614,5607836030.0345,-24.5221881866,20260521_203325_sweep0339_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,14557.81109905243
343,2026-05-21T20:36:23,43.17293810844421,5607836317.961746,-24.2861423492,20260521_203623_sweep0343_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078363179617465,14729.894560098648
347,2026-05-21T20:39:22,43.13330149650574,5607834771.417103,-24.2481231689,20260521_203922_sweep0347_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834771417103,14901.397792577744
351,2026-05-21T20:42:22,43.15758657455444,5607834771.417103,-24.7493724823,20260521_204222_sweep0351_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834771417103,15073.561520814896
355,2026-05-21T20:45:21,43.171828269958496,5607836317.961746,-24.251701355,20260521_204521_sweep0355_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078363179617465,15246.129166603088
359,2026-05-21T20:48:21,42.63147330284119,5607835732.5314245,-24.2634601593,20260521_204821_sweep0359_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078357325314245,15417.729637145996
363,2026-05-21T20:51:20,43.221187114715576,5607836317.961746,-24.3987312317,20260521_205120_sweep0363_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078363179617465,15589.99092721939
367,2026-05-21T20:54:20,43.18552231788635,5607836868.818117,-24.1549987793,20260521_205420_sweep0367_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836868818117,15762.707735061646
371,2026-05-21T20:57:19,43.1887423992157,5607835882.543321,-24.1780452728,20260521_205719_sweep0371_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835882543321,15934.894256591797
375,2026-05-21T21:00:19,43.19538879394531,5607835104.462348,-24.0801792145,20260521_210019_sweep0375_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835104462348,16107.57432603836
379,2026-05-21T21:03:18,42.62710118293762,5607836868.818117,-24.3933200836,20260521_210318_sweep0379_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836868818117,16279.154700517654
383,2026-05-21T21:06:17,43.132014989852905,5607834939.666091,-24.4891853333,20260521_210617_sweep0383_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607834939666091,16451.248475074768
387,2026-05-21T21:09:17,42.69594311714173,5607835265.983656,-24.2250709534,20260521_210917_sweep0387_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835265983656,16623.459055662155
391,2026-05-21T21:12:16,43.135958671569824,5607836868.818117,-24.4922809601,20260521_211216_sweep0391_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836868818117,16795.588493585587
395,2026-05-21T21:15:16,42.73562717437744,5607836317.961746,-24.2491207123,20260521_211516_sweep0395_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078363179617465,16967.32612013817
399,2026-05-21T21:18:15,43.176687240600586,5607837001.935855,-24.5431747437,20260521_211815_sweep0399_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837001935855,17140.081042289734
403,2026-05-21T21:21:17,43.15212607383728,5607836868.818117,-24.162612915,20260521_212117_sweep0403_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836868818117,17312.778424024582
407,2026-05-21T21:24:16,42.65314745903015,5607838375.56864,-24.1741580963,20260521_212416_sweep0407_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838375568639,17484.433681964874
411,2026-05-21T21:27:16,42.70963454246521,5607837644.551109,-24.5703144073,20260521_212716_sweep0411_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837644551109,17656.59274506569
415,2026-05-21T21:30:15,43.14512324333191,5607837263.319885,-24.6486778259,20260521_213015_sweep0415_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837263319885,17828.79654765129
419,2026-05-21T21:33:14,43.18415927886963,5607836597.2672,-24.7464084625,20260521_213314_sweep0419_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836597267201,18001.550579309464
423,2026-05-21T21:36:14,43.19504714012146,5607835732.5314245,-24.9925613403,20260521_213614_sweep0423_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078357325314245,18173.736690044403
427,2026-05-21T21:39:13,43.2061665058136,5607837391.760651,-24.5640258789,20260521_213913_sweep0427_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078373917606505,18345.509059667587
431,2026-05-21T21:42:12,42.70706534385681,5607836733.960827,-25.1129837036,20260521_214212_sweep0431_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836733960827,18516.802253723145
435,2026-05-21T21:45:11,43.188239097595215,5607836030.0345,-24.4870185852,20260521_214511_sweep0435_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,18689.048524856567
439,2026-05-21T21:48:10,43.14408564567566,5607836868.818117,-25.0760993958,20260521_214810_sweep0439_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836868818117,18860.764173984528
443,2026-05-21T21:51:10,42.71579027175903,5607838135.891843,-24.5723896027,20260521_215110_sweep0443_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838135891843,19032.597440481186
447,2026-05-21T21:54:09,42.69186449050903,5607838494.138721,-24.6482086182,20260521_215409_sweep0447_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838494138721,19204.90119791031
451,2026-05-21T21:57:08,42.735162019729614,5607838014.656525,-24.5441360474,20260521_215708_sweep0451_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838014656525,19376.643290042877
455,2026-05-21T22:00:07,42.71655082702637,5607837644.551109,-24.7901248932,20260521_220007_sweep0455_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837644551109,19548.009577035904
459,2026-05-21T22:03:05,42.81164717674256,5607838845.513319,-24.6511440277,20260521_220305_sweep0459_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838845513319,19718.948297023773
463,2026-05-21T22:06:03,42.74955701828003,5607837391.760651,-24.9559841156,20260521_220603_sweep0463_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078373917606505,19889.93225955963
467,2026-05-21T22:09:02,42.72354578971863,5607836597.2672,-25.1928329468,20260521_220902_sweep0467_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836597267201,20060.87626838684
471,2026-05-21T22:12:00,43.20066952705383,5607837391.760651,-24.5972499847,20260521_221200_sweep0471_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078373917606505,20232.739939928055
475,2026-05-21T22:14:59,42.67462420463562,5607838961.389669,-24.4974479675,20260521_221459_sweep0475_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838961389669,20403.601632595062
479,2026-05-21T22:17:57,42.7049252986908,5607838845.513319,-24.7538490295,20260521_221757_sweep0479_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607838845513319,20574.470312833786
483,2026-05-21T22:20:56,42.67737698554993,5607835732.5314245,-24.6783351898,20260521_222056_sweep0483_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078357325314245,20746.231948375702
487,2026-05-21T22:23:55,43.25648045539856,5607834059.94303,-23.9475536346,20260521_222355_sweep0487_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078340599430305,20917.653327703476
491,2026-05-21T22:26:55,42.68475008010864,5607837263.319885,-24.5529193878,20260521_222655_sweep0491_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837263319885,21089.001000404358
495,2026-05-21T22:29:54,42.71688199043274,5607836868.818117,-24.5499038696,20260521_222954_sweep0495_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836868818117,21260.28266787529
499,2026-05-21T22:32:53,42.75231242179871,5607836597.2672,-24.5175914764,20260521_223253_sweep0499_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836597267201,21432.234966039658
503,2026-05-21T22:35:52,42.777405977249146,5607836597.2672,-24.5404663086,20260521_223552_sweep0503_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836597267201,21603.596778154373
507,2026-05-21T22:38:50,42.71128988265991,5607837391.760651,-24.6102924347,20260521_223850_sweep0507_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078373917606505,21774.612952947617
511,2026-05-21T22:41:49,42.75278878211975,5607836030.0345,-24.5772132874,20260521_224149_sweep0511_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,21946.168083906174
515,2026-05-21T22:44:48,42.73765802383423,5607837391.760651,-24.5625667572,20260521_224448_sweep0515_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078373917606505,22117.721954107285
519,2026-05-21T22:47:46,42.760605812072754,5607836733.960827,-25.0163402557,20260521_224746_sweep0519_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836733960827,22288.729697465897
523,2026-05-21T22:50:45,42.752745151519775,5607836733.960827,-25.1004104614,20260521_225045_sweep0523_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836733960827,22459.763531684875
527,2026-05-21T22:53:43,42.73734426498413,5607835104.462348,-24.8783740997,20260521_225343_sweep0527_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607835104462348,22630.917925834656
531,2026-05-21T22:56:42,42.74672174453735,5607836030.0345,-24.5981369019,20260521_225642_sweep0531_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,22802.022311210632
535,2026-05-21T22:59:40,42.76968026161194,5607836030.0345,-24.5604782104,20260521_225940_sweep0535_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,22973.119758844376
539,2026-05-21T23:02:39,42.861258029937744,5607836030.0345,-24.5765590668,20260521_230239_sweep0539_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078360300345,23144.478486776352
543,2026-05-21T23:05:37,42.78738474845886,5607836317.961746,-24.5606613159,20260521_230537_sweep0543_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078363179617465,23315.633972883224
547,2026-05-21T23:08:36,42.75285720825195,5607835732.5314245,-24.4150981903,20260521_230836_sweep0547_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078357325314245,23486.71710586548
551,2026-05-21T23:11:34,42.82126760482788,5607836733.960827,-24.2124385834,20260521_231134_sweep0551_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836733960827,23657.89094376564
555,2026-05-21T23:14:32,42.82969284057617,5607837391.760651,-24.4548530579,20260521_231432_sweep0555_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078373917606505,23829.06800889969
559,2026-05-21T23:17:31,42.77879214286804,5607835732.5314245,-24.486371994,20260521_231731_sweep0559_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078357325314245,24000.271594762802
563,2026-05-21T23:20:29,42.76122164726257,5607836597.2672,-24.5080356598,20260521_232029_sweep0563_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607836597267201,24171.425322532654
567,2026-05-21T23:23:28,42.76980257034302,5607837263.319885,-24.9479579926,20260521_232328_sweep0567_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837263319885,24342.69011282921
571,2026-05-21T23:26:27,42.80998873710632,5607837133.406782,-24.8977298737,20260521_232627_sweep0571_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078371334067825,24513.8658118248
575,2026-05-21T23:29:25,42.85149121284485,5607835732.5314245,-25.0064029694,20260521_232925_sweep0575_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.6078357325314245,24685.13328552246
579,2026-05-21T23:32:23,42.79735803604126,5607837001.935855,-25.2205963135,20260521_233223_sweep0579_5p607840GHz_-60p0dBm_200avgs_201points,-60,5.607837001935855,24856.2748067379
